id,caption,source,category,cluster
cc779956c36e5f3b15a84918b2fa40295f1c4773,A dark green cushion with a simple design.,hssd_hab,cushion,0
1b2aeea2950a58551e6463fdbaefc03a7a912fff,A light gray cushion with a subtle texture.,hssd_hab,cushion,0
b8dd488ebf1dc78c595b9462f42792ee815b04d3,A white cushion with floral embroidery.,hssd_hab,cushion,1
e2f243346d7a2c02a492adba3098b3e732417ebf,A black rectangular cushion.,hssd_hab,cushion,0
f7695ad4af96588f474d7effe8e03b59c42889a5,A navy cushion with a white pirate ship design.,hssd_hab,cushion,1
784085a279accc73546b59523144a83f40046c3a,A cream-colored cushion.,hssd_hab,cushion,1
dbc51b634eba6fabcda98e914361de9d7764a671,A grey cushion with a chevron pattern.,hssd_hab,cushion,0
00b543e5c1ec525f02523484c372d31fbcc696ea,A black cushion with a white geometric pattern.,hssd_hab,cushion,0
07534d847b14fac9fd32730ee2581fa4c22f2768,"A cushion with a geometric pattern in yellow, green, and gray.",hssd_hab,cushion,1
4c8a0d8db0b1e604f9a2018fc214cc9303afacf5,A dark green cushion with a plain design.,hssd_hab,cushion,0
0d5cd7caf41e32c7e216b86ec778a3cbbb31810f,A gray cushion with a smooth surface.,hssd_hab,cushion,0
f0b1373db08b9bbf978e41654ea70c85db16bea7,A green cushion featuring a black and yellow owl design.,hssd_hab,cushion,1
b3d8fc0343fdfef83b7651a47801cf72128a6270,A cushion with a geometric pattern in shades of gray and blue.,hssd_hab,cushion,0
2dee26ada15e0c2591ab9f19b3386d8929ee1515,A patterned cushion with geometric designs in gray and beige tones.,hssd_hab,cushion,0
1e621d79a5af2aabc745c8993082f76629528f78,A brown cushion with a plain design.,hssd_hab,cushion,1
xxxxc30e08f4x160ax4eb1x8845xa223d2a9b435,A beige cushion with a geometric pattern.,hssd_hab,cushion,1
81630deb0f6186499573f0b63ba1e0b9aa01946e,A brown rectangular cushion.,hssd_hab,cushion,1
c5bb3546ed3933172e5fac36532cc34169f2f9ab,A black and white cushion with a striped pattern and cross design.,hssd_hab,cushion,0
f83e14742826646382bb8a1968bbf2a70bb74735,A dark teal cushion with a square shape.,hssd_hab,cushion,0
4b1344e2aefffc21dda963f1df0ffe2cec16c313,A black cushion with a geometric pattern.,hssd_hab,cushion,0
xxxx89738871x99acx4877xae92x8b914253a0c7,A white cushion with tassel edges.,hssd_hab,cushion,1
fd0c0ff8a8550172efb5d3487c1c8aacb4a6f5d3,A yellow cushion with a soft glow in the center.,hssd_hab,cushion,1
7dbdff0fbea2f8f81e12aa4910263c759a406285,A black sequin cushion.,hssd_hab,cushion,0
0cbf07876393d9f9920917a5d8802f2811b4fc0c,A dark green cushion with a geometric pattern.,hssd_hab,cushion,0
44b1f3cf3048eb3e6aa6e32e74c85429861aa727,A metallic silver cushion with a quilted pattern.,hssd_hab,cushion,0
2e5d3d800dc19b5ba0ec93213d413c53f9b6435d,A white cushion with a black geometric pattern.,hssd_hab,cushion,0
e2441f79ede3e2c30f23a5b37e675c3689c36f75,A gray cushion with a geometric pattern.,hssd_hab,cushion,0
e0e3a0e2063464e0ed033315746dca3f62401549,A green cushion with a textured swirl pattern.,hssd_hab,cushion,1
7f4dbebcba5be27146af895ef301b0d70ad4fb7c,A gray cushion with a black geometric pattern.,hssd_hab,cushion,0
8e0b9a2ce5f3af2c280e23ba63cbfbde78867207,A cushion with a brown and gray striped pattern.,hssd_hab,cushion,1
487c9d12f288b57ff14645e816666a9f3080812c,A beige cushion with a green leaf pattern.,hssd_hab,cushion,1
3925f8b8166a101d2d81a7947f0884aaef13e772,A dark green cushion with a simple design.,hssd_hab,cushion,0
70f7938f0e85f8361b676f18969e934f05be8f5a,A striped cushion with a subtle pattern.,hssd_hab,cushion,1
903c47ff263e0802e0c380e47f26348d192c665c,A cushion with a black and gray striped pattern.,hssd_hab,cushion,0
c948a0fa20f053e0b721c5e2afd6de59a920cd42,A gray cushion with a textured surface.,hssd_hab,cushion,0
4b21df3f9ff7caca421bebfcfe58cead716d5216,A green and blue cushion with a Union Jack pattern.,hssd_hab,cushion,1
f62c25664dc172b273d07ec39163e21a0e6483e8,A brown cushion with a subtle textured pattern.,hssd_hab,cushion,1
ccc492feb8057fb00ebb99bbb049c346855cc183,A dark green cushion with a glossy finish.,hssd_hab,cushion,0
78e656ac36645e69b5ca12a56f7e4662032f7679,A cream cushion with a multicolored geometric pattern.,hssd_hab,cushion,1
c4472ca217b9e9950127380da08708effce795b8,A brown cushion with a geometric pattern.,hssd_hab,cushion,1
23ef36ffd2de137954a8e41677d493ad906bf5d0,A dark cushion with a colorful floral pattern.,hssd_hab,cushion,0
f051410f7352c01b4ca09825d57d007df8221981,A dark teal cushion with a smooth texture.,hssd_hab,cushion,0
25211c31d3d9284e7ce2eb86336706a34dc1a666,A brown cushion with a blue butterfly design.,hssd_hab,cushion,1
07bc2b656ca791517e755ebc30406b00a45724d3,A brown square cushion with tufted details.,hssd_hab,cushion,1
e14fcf4e84764f56c1a29487b45df680b7124655,A cushion with a red and white geometric pattern.,hssd_hab,cushion,1
7d4c647508b560310f14e9d992979dafd61f897f,A green cushion with a textured pattern.,hssd_hab,cushion,1
ee8637bede8d8bc3d3f206f6008a1cf60817cedc,A cushion with a green and beige abstract design.,hssd_hab,cushion,1
6d3003a6bb48e58ef7bc50b5f81539bf4702cdd1,A dark red cushion with a plain design.,hssd_hab,cushion,0
xxxxdff89276xa99ax422ex8c43x9266c5331df6,A beige cushion with a textured pattern.,hssd_hab,cushion,1
8e3475560ee256b292f00b50fea28fd9248988ad,A dark green cushion with a geometric pattern.,hssd_hab,cushion,0
xxxx3c6b4292x145ex4c1fxb155x5f28dfad3755,A teal cushion with a smooth texture.,hssd_hab,cushion,1
9254a7cffb42d02fb06de53b76863e200e128e68,A turquoise cushion with a textured pattern.,hssd_hab,cushion,1
1323d9a4f7c0f69238a6db411a54ed85976ce03d,A brown cushion with a geometric pattern.,hssd_hab,cushion,1
57393affc84fdcd90dc93b750c4d45b704d5e205,A gray cushion with a small black dot.,hssd_hab,cushion,0
4b6411541fb130ccb88de3c68b6d5f535417dab8,A mustard cushion with subtle striped texture.,hssd_hab,cushion,1
108153c375d65cbd132494bd7fa28f2e8e9eeb04,A gray cushion with a herringbone pattern.,hssd_hab,cushion,0
c51126c979fc4d2133d7814b1504057be44d6740,A beige cushion with a textured pattern.,hssd_hab,cushion,1
1a1ffc43ec21c48b12650b72f77709d5a74f2697,A gray cushion with a subtle textured pattern.,hssd_hab,cushion,0
907396ecbf690ddb58c065191b124a1890b731d9,A black cushion with a textured pattern.,hssd_hab,cushion,0
484f0f9c39984b0bbd30ad5507b1488294346f14,A gray cushion with a black striped pattern.,hssd_hab,cushion,0
50549dea6434f912fa0134d5ed43f35f164908a4,A blue cushion featuring a red race car design.,hssd_hab,cushion,1
f219023b86de82c9e1e6bc946168ab9ccfe42bb2,A gray cushion with a grid pattern.,hssd_hab,cushion,0
d74f356b4fead16544e302afc480d660ab559571,A black square cushion.,hssd_hab,cushion,0
152f61d2589e4179343918ca092d04620b0f8125,A beige cushion with a white geometric pattern.,hssd_hab,cushion,1
31fb4ebf30cddd82ba457e4a94e94f8f6c7657a7,A cushion with a multicolored plaid pattern.,hssd_hab,cushion,1
3c3695f1e1c2c31e2507ca7e789b133695781752,A cushion with a printed image of four people in red uniforms.,hssd_hab,cushion,1
d2678474a0cc066877cce47d349a81c4c2f6c75f,A brown velvet cushion.,hssd_hab,cushion,1
b390eeb432f47514ec154d044bede2b7fc1c946a,A dark red cushion with an intricate embroidered pattern.,hssd_hab,cushion,0
ad8a6ac19ea02c75c38105671d67f4f93686a49b,A brown cushion with a textured surface.,hssd_hab,cushion,1
fea22a2f360f47c36578e3f793525e53c28f0a10,A brown cushion with a geometric pattern.,hssd_hab,cushion,1
0e18097696cfd8e7cf8490866a100796cdcb2544,"A plaid cushion with red, green, and brown colors.",hssd_hab,cushion,1
1e888d9b36c50320b2cd1691d09845e73ce9f97e,A beige cylindrical cushion with floral patterns.,hssd_hab,cushion,1
c19b88319a5dd032f9617eb183159e79759c86bb,A beige cushion with a black striped pattern.,hssd_hab,cushion,0
2be4c3572c9e74ad4d85689df775dd438c3ac7c8,A gray cushion with a smooth texture.,hssd_hab,cushion,0
1effb3112571777ec2168b4080d9ac7c6a6fe3c3,A cushion with an abstract orange and pink design.,hssd_hab,cushion,1
549009278de1efc70ca5b4ee51f88cf7b04b43db,A beige cushion with a woven pattern.,hssd_hab,cushion,1
58dd717bbbfec92e8e9a2109c95c3ea5bc483f80,A dark teal cushion with a rectangular shape.,hssd_hab,cushion,0
c309eda1f978f3721f8664b12f8a9c2414df3252,A dark brown cushion with a textured surface.,hssd_hab,cushion,0
84f587619a6415604ef4b4c02da6bec3e96a25b0,A black cushion with a central button.,hssd_hab,cushion,0
cfb936ead974440cf048cde240683881fbe1cd44,A brown cushion with a central light spot.,hssd_hab,cushion,1
8c3ae4ae678dab4649af6fbae1588966a38bed7f,A dark green cushion.,hssd_hab,cushion,0
04a0156632b5fe136cbe6400b23b28cf88d23ccc,A black cushion with a leaf pattern.,hssd_hab,cushion,0
c1eebdc4888ed084314f15e8547a22f725f5f818,A white cushion with a brown and orange leaf pattern.,hssd_hab,cushion,1
7e5935dc3b2286c0dbfe461c6ee7d6e3826664ac,A cushion with a multi-colored leaf pattern.,hssd_hab,cushion,1
54bbd167e0d08f75c787422a675088e7fdc87507,A green rectangular cushion.,hssd_hab,cushion,1
7f86d51f8a5f1e9c32ad7096cdfe205ea4ae9677,A white cushion with a marbled pattern.,hssd_hab,cushion,1
c0b0c87dec3041ed21e55c1c636e0957e7bdf015,A dark brown cushion with a subtle striped pattern.,hssd_hab,cushion,0
c6939e705b5d024be79b76af8d8b432e9ea0e480,A dark gray cushion.,hssd_hab,cushion,0
e9c78bce74ccebc2c7299d799afa0950c5e4cd35,A beige cushion with black text design.,hssd_hab,cushion,0
7ce0dd0ec341b1d36b9eb1f5966bff31f459bf02,A gray cushion with a brown chevron pattern.,hssd_hab,cushion,0
10b447f63c75b468e62c1ab52b0d28d569d8c9dc,A rectangular cushion with a mottled gray and green pattern.,hssd_hab,cushion,1
d64b292957a43247fa3792f6bd1d575466dcf769,A multicolored cushion with a plaid pattern.,hssd_hab,cushion,1
cc5900bba23d7c46daece6f7a24cd20a491ebc0d,A grey cushion with a simple design.,hssd_hab,cushion,0
91b7726ce732e831cec23ac51c506fa07bc91d04,A black cushion.,hssd_hab,cushion,0
038c64ffa00f7c5dbe4e62342996e78a79510c9d,A gray elephant-shaped cushion with subtle detailing.,hssd_hab,cushion,0
xxxxefdf1c75x32c0x4bfaxada2x48abb454466a,A white cushion with black striped patterns.,hssd_hab,cushion,0
e49f0397502cfd5d80e6a1b852e82f462e49e733,A dark green cushion with a textured pattern.,hssd_hab,cushion,0
8c41ee07eec1c7ca5321978ce5372fc5c504c5c8,A black cushion with a geometric pattern.,hssd_hab,cushion,0
151bf0648e376a55f4f90d0f0a8c3b05fc93617e,A beige cushion with an embroidered pattern.,hssd_hab,cushion,1
f26e934df96635c832a21a4c12231018299ce7eb,A multicolored cushion with a circular crochet pattern.,hssd_hab,cushion,1
b9f34fec251e217addccee9fc021905f76eaef13,A blue cushion with a wavy pattern.,hssd_hab,cushion,1
a591c8e8c81793f40850c7a9957dd8347e6c3a14,"A gray cushion with ""love"" embroidered on it.",hssd_hab,cushion,1
a5b5509d27889aa3653568f9252f986aec6507a6,A red cushion with a striped dot pattern.,hssd_hab,cushion,1
4b4257c16b6eb014790661fc0cfeba5fa9bbc032,A gray cushion with a textured pattern.,hssd_hab,cushion,0
115303a4c8d577475d304f0aac234de9a0fb0156,A purple cushion with a subtle striped pattern.,hssd_hab,cushion,1
59503e2e56d8990aa577d04ff110fffca8b9aae3,"A dark cushion with ""HOME"" and a floral heart design.",hssd_hab,cushion,0
b0f4774afd8a4392ec83f91d2d9bba115e927ce9,A black and beige cushion with a branch pattern.,hssd_hab,cushion,0
c6d2a57b75f4f798434d9f887cde208f30274db4,A gray cushion with an orange branch pattern.,hssd_hab,cushion,1
e4c95482cca64d8c12291dfe5897fa7081104c87,A pink flower-shaped cushion with a beige center.,hssd_hab,cushion,1
2849b8484bf8828dcd11afaed86f4041ed768f73,A white cushion with a red and blue floral pattern.,hssd_hab,cushion,1
3b80c5e16511d91e06778abe6389ac6686408fa1,A shiny cushion with a feather pattern and earthy tones.,hssd_hab,cushion,1
007ac3dc7a89e1e403c1340a4fd61fdc75ca053d,A brown cushion with a striped pattern.,hssd_hab,cushion,1
7399f8521ca7ef2a8d294e50b5a8063ad5bc02d9,A white cushion with a striped pattern.,hssd_hab,cushion,1
95e25885545856fcd5dad5989967f44186d74df8,A green cushion with a white geometric pattern.,hssd_hab,cushion,1
103afe7f442ec957e4332dba280f9e959dbc0135,A dark green cushion with a smooth texture.,hssd_hab,cushion,0
9f75b4ae592c14caf711574f5127e964f6bb5f8e,A black cushion with a large circle pattern.,hssd_hab,cushion,0
e54dc3d50f38ea25737f674b04d8581fdeca9ff5,A gray cushion with a floral pattern.,hssd_hab,cushion,0
03db515e46a0ad189105897ee11576bf0513bb5c,A butterfly-shaped cushion in teal with purple accents.,hssd_hab,cushion,1
9014bad63afdf027b0fd358bdf2ab6178c0a9f8b,A black cushion with a simple design.,hssd_hab,cushion,0
a75ab1ee47de5ae0a21713f2cf1965b0c8dc8cd3,"A cushion with a floral pattern in beige, brown, and red tones.",hssd_hab,cushion,1
5d9b5550007cd90910a97c826ab866bb16ba8a4e,A dark velvet cushion.,hssd_hab,cushion,0
071d7e49a3865750863d8086f18b2dd650d2287a,A red car-shaped cushion with printed details.,hssd_hab,cushion,1
ba01530d043d906de59d3cebf910365e2d0f3b23,A beige cushion with an orange geometric pattern.,hssd_hab,cushion,1
xxxx8a64d36ax736ax4dc9x99f8xa2b68365e94e,A teal cushion with a sleek design.,hssd_hab,cushion,1
ba0b27270f2d7b08495e8eff041013d96d5f905c,A brown cushion with tassels on the corners.,hssd_hab,cushion,1
662cbe0a9cf8505bb866c725dcf289d934981f5a,"A blue cushion with a crown design and the word ""RULE.""",hssd_hab,cushion,1
3a4de797eaf7e86ae473c53104760c4457a3ee15,A dark green cushion with a textured pattern.,hssd_hab,cushion,0
32bb8ad82188d4324043abd65b1594d63d64c681,A red cushion with a glossy finish.,hssd_hab,cushion,1
e3fd946c45edefb08bb36c29f7755c4a90c67caa,A gray cushion with a subtle embossed pattern.,hssd_hab,cushion,0
0b464632636e6fcf8e8039d42f82309bbff208bc,A black cushion with a geometric pattern.,hssd_hab,cushion,0
031ccffaf5026ee18cdc60c1d3dc62ea41c690d0,A dark cushion with vertical striped patterns.,hssd_hab,cushion,0
6488874477b3b2a1f22a7850f315ebfa66e31cff,A black cushion with a green car design.,hssd_hab,cushion,0
a9e73eb4266cde5b9e1e25ca18be5829001817dd,A gray cushion with a plaid pattern.,hssd_hab,cushion,0
xxxx996984dcx59f5x4813xb4a1x3e5021c1fa1b,A cushion shaped like a yellow and black spotted giraffe.,hssd_hab,cushion,1
1f0f1b3ec0cdbd99b037a5ca6d373e4a31015130,A gray cushion with a smooth texture.,hssd_hab,cushion,0
b14707bf586b55c44c65eaba8da9f6ccc2773e25,A gray cushion with a smooth texture.,hssd_hab,cushion,0
04bf1ad9da0aaddcf0d94a3ebba8866c8a4a3e86,A black cushion with a textured pattern.,hssd_hab,cushion,0
d327bd7ba027444c790778cbea7692962ba3e3f3,A gray cushion with a geometric pattern.,hssd_hab,cushion,0
6c18238081e2d938a8f41aa0263b31a7362d501b,A gray cushion with a white and dark gray dot pattern.,hssd_hab,cushion,0
21307d3c2b5ba580190c73a5be1fe4ee3865c7c4,A green cushion with an intricate white floral pattern.,hssd_hab,cushion,1
xxxx6f0dd30dx1271x426dx82b9xbca82d1d4301,A beige cushion with a mottled pattern.,hssd_hab,cushion,1
af322da11e1961aab69a9b513966fb2ba4d3d360,A gray cushion with a geometric pattern.,hssd_hab,cushion,0
ba765c4772e91ddf81250d6431f7233f01e2503b,A black cushion with decorative edges.,hssd_hab,cushion,0
d6a04461b9855cd6fa6a6a234b30d2039a4d3848,A dark green cushion.,hssd_hab,cushion,0
9630ac7593f933ea669826d339c77b2f17973115,A gray cushion with a smooth texture.,hssd_hab,cushion,0
70ec402f39ccead0ebaabd8ceb8627877310f18f,A turquoise cushion with a striped pattern.,hssd_hab,cushion,1
db5a42bfb05b92d60fe280d48eb5493d8e9210b7,A brown cushion with a floral pattern.,hssd_hab,cushion,1
9e2b2559015dbc36eb323998201baf709c22e1d2,A multi-colored cushion with a plaid pattern.,hssd_hab,cushion,1
7458255e2e6de219c0e9bb0c8b020f21eb94161a,A brown cushion with a wavy line pattern.,hssd_hab,cushion,1
1e6b68dc8831a63460efa424102b1667aa42c660,A cushion with a colorful geometric pattern.,hssd_hab,cushion,1
fe7bd204726280681e2e10a20fcf6033fce9c8a9,A beige cushion with a red stitched pattern.,hssd_hab,cushion,1
de4c07542babc2f77245d343aee1e6e5acb0941f,A gray cushion with a geometric pattern.,hssd_hab,cushion,0
2918a1221f785fc66e4bf1665b095afa9ce1ec7b,A gray cushion with a gold geometric pattern.,hssd_hab,cushion,0
5cd18d52a64052d113a58a5c72c4a7aadefd31f5,A black cushion with a textured pattern.,hssd_hab,cushion,0
36cccd72a954bd7b08069072d069c6f0b93c06e4,A dark green cushion with a geometric pattern.,hssd_hab,cushion,0
6c235c038252066ba9a5ec186b754c1fe22bb6ca,A cushion with a matryoshka doll pattern in multicolors.,hssd_hab,cushion,1
730051ab5f9e294e8f9139912a598187771d8099,A purple cushion with an intricate gray floral pattern.,hssd_hab,cushion,1
6cc2aa738dbb65c20d4903f87507f396aaa1ff32,A dark blue and gray cushion with a patterned design.,hssd_hab,cushion,0
90490b30a3bd57a95fd8b8ea46f3a88e7be4d624,A black cushion with a chevron pattern.,hssd_hab,cushion,0
c166853333cf6802131eff5cadd0c908610c3480,A brown cushion with a subtle textured pattern.,hssd_hab,cushion,1
193f8007669b484da104bb34c3d367210647e480,A rectangular mustard cushion.,hssd_hab,cushion,1
xxxxb95c14b5xd0cdx4852xb563x706a0dd828fb,A white cushion with a blue geometric pattern.,hssd_hab,cushion,1
6bc1d5984d7a16d0342188edf662de3dae7a1a26,A green and gray cushion with a leaf pattern.,hssd_hab,cushion,1
db0f0f6634045144058b3432657510f0ca905352,A black and white cushion with a geometric pattern.,hssd_hab,cushion,0
xxxx6cb87718x6144x4b76xb562xb99e16b34553,A round white cushion with a textured surface and a scalloped edge.,hssd_hab,cushion,1
d79618d0a592a3433f372d4cefac5e577c7aca01,A gray flower-shaped cushion with pink outlines and a floral center.,hssd_hab,cushion,1
d643b51ebcf17bafc51085f3b015e43db0a3c013,A brown cushion with a circular pattern.,hssd_hab,cushion,1
acea4d7039744a7f453aa6b6c653f26d9762c189,A purple cushion with a tufted pattern.,hssd_hab,cushion,1
1164c1fad4da7dbb523901f0af2023081dc660ee,A black cushion with a striped pattern.,hssd_hab,cushion,0
2676ceb6a8cc3ebbc290c5bba2d83b42c7bd1f3d,A black cushion with bold white text.,hssd_hab,cushion,0
ce514fe2653e527bfa11b0e0752ef54d36f5c6e3,A gray cushion with a smooth texture.,hssd_hab,cushion,0
09da56b41f7d3f43a35cc985833a05ff34a9cf37,A black cushion with a plain design.,hssd_hab,cushion,0
6b7ebb851b33edbd484a046ccf9ceb1134c471a5,A multicolored cushion with a geometric pattern.,hssd_hab,cushion,1
0fbd6192609bf635c9ba510125e21f86d05018b1,A black and gray cushion with a zigzag pattern.,hssd_hab,cushion,0
7add51eeca2fe20b270fa96ef6c002aab3020170,A gray cushion with a smooth texture.,hssd_hab,cushion,0
7a1c4358fc7c76af7902be3a7688786961983678,A black cushion with a decorative central detail.,hssd_hab,cushion,0
d9eeae92d87296aa2f9a8ec1e2b8f729b861de62,A gray cushion with a striped pattern.,hssd_hab,cushion,0
c98c22aebe84fd3875bc5399daed635c9f990c9d,A brown cushion with a black geometric pattern.,hssd_hab,cushion,0
69dffe76a53f59d4ac877a73f051df85833250b5,A cushion with a black and gray animal print pattern.,hssd_hab,cushion,0
b1b236b2de1db421b4aa8aaf016710a289d99cc0,A grey cushion with a textured surface.,hssd_hab,cushion,0
e9469bffd82a040eddaa9425228856b0cd68a2b2,A floral cushion with pink and green patterns.,hssd_hab,cushion,1
46810fa7e8c04a913584d2041ae605c0bf367d3f,A multicolored cushion with an intricate geometric pattern.,hssd_hab,cushion,1
7441ce44ceffee74fca2c8b793501df58e726f4b,A red cushion with a plain texture.,hssd_hab,cushion,1
2dba1ac5ece0278e56ecab61b7d2d9e750a51914,A dark gray cushion with a simple design.,hssd_hab,cushion,0
61bb33a7ffa08bce73405ebe7c6d931ae6c6b2d3,A white cushion with a black floral pattern and side ties.,hssd_hab,cushion,1
8f283ccafa339aeb40685056f8308f913c43fc8d,A black and white cushion with a geometric pattern.,hssd_hab,cushion,0
7f480b6bdcfe59cb35fa96ade8625c4921fbd84d,A brown cushion with a geometric pattern.,hssd_hab,cushion,1
993ff1199d078cae6b4da93bd2247b3a3fa72b89,A brown cushion with rounded edges.,hssd_hab,cushion,1
8791195b0cbe6a78f2a649b23f1e97c89add69f3,A beige cushion with a ribbed texture.,hssd_hab,cushion,1
45fd4164912ff9886db54cf0623d105c4e8518cb,A black cushion with brown buckle accents.,hssd_hab,cushion,0
4da6526aaf4eb7fa9be8038a3335f03a9d14cdc5,A cushion with a white and gray block design.,hssd_hab,cushion,0
6a2519beef422dc67cbffd40f156a03d27099e08,A dark cushion with an intricate floral pattern.,hssd_hab,cushion,0
7426e2cd3752400c8eb20a2914f569817c3eeff9,A black cushion with a geometric pattern.,hssd_hab,cushion,0
74de83890cfd1d14dd84bc878d7c52f7dcf7620c,A brown cushion with a crown and laurel design.,hssd_hab,cushion,1
a640ae6134ab74e2e2d8b7da6cc1dffdc8eaa76d,A cushion with a green leaf pattern.,hssd_hab,cushion,1
fd8d2fe025eec667866cae0c9908a8f1cc486228,A gray cushion with a chevron pattern.,hssd_hab,cushion,0
62e423454431205954ab04ba1f8cf8293c986fd2,A green cushion with a central light spot pattern.,hssd_hab,cushion,1
08c62bf3d64aa02805d5ae80a64361e16e3e0c24,A brown cushion with a white geometric pattern.,hssd_hab,cushion,1
1fb6e91fef300fcc6e68ba6d52c1e00ee71fbd9b,A beige cushion with a colorful floral pattern.,hssd_hab,cushion,1
b63342d90580e1719522fa6313f73af190f4baf9,A gray cushion with a simple design.,hssd_hab,cushion,0
xxxx8fde19a1xa0bbx4e00x8173x780eab436d1c,A light blue shark-shaped cushion with a toothy grin.,hssd_hab,cushion,1
82c8de27d7894fd2aa7ec91fd3fb254332cfc82a,"A dark cushion with a reflective, geometric pattern.",hssd_hab,cushion,0
b06b267984dec630bb9f0a0481b798955059fca7,A black cushion with an intricate embroidered pattern.,hssd_hab,cushion,0
eb666a39a15497803a138f231dbe12d48b61f303,A rectangular cushion with a multicolored geometric pattern.,hssd_hab,cushion,1
cbf66246fbbe6ec055a967d3618ae4129b4d5c68,A beige cushion with text printed on it.,hssd_hab,cushion,1
885d97c88e694a000e524faaa2bfcd8cc5bbfb48,A rectangular cushion with a geometric pattern in earthy tones.,hssd_hab,cushion,1
19079bc04b922fbf1b9ffac1983b0f088fe1eab8,A black cushion with stitched seams.,hssd_hab,cushion,0
73c5703d71d04e71abe1a44006c39e52b9019a9a,A gray cushion with a soft texture.,hssd_hab,cushion,0
c216a606cf8f829e40fa348550eee4bc66945ef5,A brown cushion with a subtle texture.,hssd_hab,cushion,1
1018cc14d8126c542891251e7998847f1c3db2b5,A gray cushion with a black heart pattern.,hssd_hab,cushion,0
d8673ba5057fefbbfada111b70920c3e47bd5f05,A light gray cushion with a dark leaf pattern.,hssd_hab,cushion,0
f6e1b91a12a782b87acc2369e613399bd6fd1574,A dark teal cushion with a subtle seam pattern.,hssd_hab,cushion,0
ac7f0aeb74c301dbb6a871f8c1020ff97fc170c0,A dark green cushion.,hssd_hab,cushion,0
xxxx8c029877x36d8x45e2x8f82xc159b9847528,A white cushion with a blue shark pattern.,hssd_hab,cushion,1
2dfa61ddd59039ff0a8bde4fb36d5f0a394fe9d5,A light grey cushion with abstract patterns in multiple colors.,hssd_hab,cushion,0
94caa134a7e999d3a8df744064177f2350593df1,A brown cushion with floral embroidery.,hssd_hab,cushion,1
xxxx5fcc53a2xd71fx424ex8671x08cd2495a3f8,A blue cushion with a textured pattern.,hssd_hab,cushion,1
4e9dab0f0b6921ceecf74f65a2980903e25fdae1,A dark brown cushion.,hssd_hab,cushion,0
262abce62a15f965d65606a9a2710b0beee3a546,A yellow cushion with black lettering and a ticket design.,hssd_hab,cushion,1
3f0dd5f850d5f769c9f6c409b97a6cb20ceb0ec8,A brown cushion with a textured surface.,hssd_hab,cushion,1
edfa72764d7e160fc8bc0ef4bd2ee480c4b6dca6,A dark brown cushion with subtle vertical ridges.,hssd_hab,cushion,0
39404b2e277c41cac40093adc87ed510da39aca4,A brown cushion with a striped pattern.,hssd_hab,cushion,1
9f408cf05900baf2f79ce287b5e8ec10709e468f,A dark brown cushion with a striped pattern.,hssd_hab,cushion,0
f365569f79dbb2461c8d7232dfc33bd988d75e77,A cushion with a blue and gold diamond pattern.,hssd_hab,cushion,1
B07JKJKDLD,A beige cushion with brown stripes.,amazon_berkeley,cushion,1
B07JL5Q2XQ,A beige cushion with lace detailing on the sides.,amazon_berkeley,cushion,1
B07JLZJ94R,A cream cushion with blue vertical stripes.,amazon_berkeley,cushion,1
B07JM1QT5Y,A beige cushion with dark blue corners.,amazon_berkeley,cushion,1
B07JKJSTL1,"A rectangular cushion with a geometric pattern in red, pink, and cream.",amazon_berkeley,cushion,1
B07JL5Q12D,A blue cushion with a wave pattern.,amazon_berkeley,cushion,1
B07JL5Q77N,A rectangular cushion with a red and white geometric pattern.,amazon_berkeley,cushion,1
B07JLZJG2V,A cushion with a gradient of blue to beige.,amazon_berkeley,cushion,1
B07JKJKJCC,A shiny silver cushion.,amazon_berkeley,cushion,1
B07JKJSHMT,A yellow cushion with a geometric diamond pattern.,amazon_berkeley,cushion,1
B07JLZC567,"A striped cushion in blue, green, and orange.",amazon_berkeley,cushion,1
B07JLSSYT5,A yellow cushion with a decorative fringe.,amazon_berkeley,cushion,1
B07JLZJ9JM,A plaid cushion with yellow and pink tones.,amazon_berkeley,cushion,1
B07JLZJ94P,A beige cushion with vertical striped patterns.,amazon_berkeley,cushion,1
B07JLGCKPV,A brown cushion with a stitched cross pattern.,amazon_berkeley,cushion,1
B07MBFGB51,A teal cushion with a white floral pattern.,amazon_berkeley,cushion,1
B07M6PJ67T,A rectangular cushion with blue and white stripes.,amazon_berkeley,cushion,1
B07JQ47NHZ,A black cushion with a white floral pattern.,amazon_berkeley,cushion,0
B07JL5PNHT,A cushion with black and white stripes.,amazon_berkeley,cushion,0
B07JLZC571,A cushion with yellow and white stripes.,amazon_berkeley,cushion,1
B07JM1QSL6,A rectangular cushion with orange and white stripes.,amazon_berkeley,cushion,1
B07JKJSJ9F,A beige round cushion with a tufted design.,amazon_berkeley,cushion,1
B07JL5Q7FC,A brown cushion with beige geometric patterns.,amazon_berkeley,cushion,1
B07JLZJFWW,A grey cushion with a geometric pattern.,amazon_berkeley,cushion,0
B07JKJKH43,A cream cushion with vertical stripes.,amazon_berkeley,cushion,1
B07JL5PT64,A black cushion with a textured geometric pattern.,amazon_berkeley,cushion,0
B07JLGCKKJ,A beige cushion with diagonal lines.,amazon_berkeley,cushion,1
B07JLSSWCP,An ombre cushion with orange and white tones.,amazon_berkeley,cushion,1
B07MF1RKS9,An orange cushion with a white geometric pattern.,amazon_berkeley,cushion,1
B07JL5PZ1S,A cream cushion with blue vertical stripes.,amazon_berkeley,cushion,1
