,episode_id,instruction,replanning_count_0,run_id,runtime,sim_step_count,task_percent_complete,task_state_success,unique_episode_id
521,1144,"Help me prepare the laundry room for a cleaning session. First, move the vase from the washer dryer to the closet table. Then, take the stuffed toy and basket and place them next to each other on the chest of drawers. I always set up the laundry room this way before starting a cleaning session.",11.0,3,53.05154657363892,695.0,1.0,1.0,1144_3
765,1145,"Move the clock to a new living room table. Also, move the candle holder to a new living room table. The clock is brown and black with a green display, and the candle holder is white with a gold rim on a wooden base. The candle holder is a gift from my friend.",13.0,4,59.66873455047608,841.0,1.0,1.0,1145_1
772,1146,"Put the cup on the kitchen counter. Can you also move the laptop stand to a different kitchen counter? The cup is gray with a handle and two white birds design, and the laptop stand is black with foldable legs. The cup is my favorite mug.",15.0,4,105.17590546607973,1698.0,1.0,1.0,1146_2
389,1147,"Move the kettle and ladle from the office to the kitchen and place them next to each other on the counter. The kettle is black with a curved handle, and the ladle is black with a round scoop. The kettle and ladle are part of my cooking essentials.",14.0,2,79.98686957359314,1244.0,1.0,1.0,1147_1
387,1148,"First, move the jug from the kitchen counter to the living room table. Then, take the cup and plate from the kitchen cabinet to the living room table and place them next to each other. The jug is blue with a round lid, the cup is yellow with a white interior, and the plate is plain white with a smooth, circular design. The jug and cup are from my preferred kitchenware collection.",19.0,2,111.85726404190063,1708.0,1.0,1.0,1148_2
227,1151,"Help me prepare the laundry room for a cleaning session. First, move the vase from the washer dryer to the closet table. Then, take the stuffed toy and basket and place them next to each other on the chest of drawers. The vase is black and white with a speckled pattern, the basket is a blue Easter basket with rabbit ears, and the stuffed toy is blue with a friendly face. The basket is my childhood Easter basket.",18.0,1,77.96239924430847,757.0,1.0,1.0,1151_1
290,1154,"Move the jug, kettle, and bread from the kitchen counter to the living room table. Place them next to each other. I like to have the jug, kettle, and bread on the living room table for my morning routine.",14.0,1,80.59617757797241,1157.0,1.0,1.0,1154_1
1034,1155,Move the vase and plate from the living room table to the lounge chair. I prefer to have the vase and plate on the lounge chair for easy access when I'm relaxing there.,11.0,4,108.00910139083862,2361.0,1.0,1.0,1155_4
823,1159,Put away the clock and vase by setting them on the washing machine. Set them next to each other. I prefer to keep the clock and vase together on the washing machine for easy access when I do laundry.,10.0,2,100.56831097602844,2228.0,1.0,1.0,1159_2
733,1160,Move the vase and picture frame from the living room table to the lounge chair. Place them next to each other on the chair. I like to keep the vase and picture frame on the lounge chair as it creates a cozy decoration spot.,11.0,2,119.91180086135864,2431.0,1.0,1.0,1160_1
128,1164,Move the plant saucer and plant container from the table in the living room to the bench in the bathroom. Place them next to each other. I usually keep my plants in the bathroom for better humidity and sunlight exposure.,10.0,0,128.6884400844574,2463.0,1.0,1.0,1164_0
449,1165,Move the stuffed toy and the bowl to the kitchen and leave them next to each other on the counter. I always place the stuffed toy and bowl together on the kitchen counter as they are a part of my daily routine with my pet.,15.0,1,200.7581343650818,4149.0,1.0,1.0,1165_1
245,1166,Move the jug and cup from the kitchen counter to the living room table. Then move the tray on the couch. I usually have the jug and cup on the living room table for serving drinks and the tray on the couch for easy access to snacks during movie nights.,13.0,0,76.88134670257568,1206.0,1.0,1.0,1166_0
532,1168,"Move the jug, kettle, and bread from the kitchen counter to the living room table. Place them next to each other. The jug is dark green with a wavy top and abstract pattern, the kettle is white with a black handle and lid, and the bread is a loaf of brown. The dark green jug is my favorite item for serving drinks.",14.0,2,78.67429089546204,1028.0,1.0,1.0,1168_2
822,1169,"Move the vase and plate from the living room table to the lounge chair. The plate is brown and square, and the vase is red with a long neck and bulbous base. The red vase is a souvenir from my trip to Italy.",14.0,4,119.72508311271667,2459.0,1.0,1.0,1169_4
321,1174,"Move the vase and picture frame from the living room table to the lounge chair. Place them next to each other on the chair. The vase is dark blue with a faceted design, and the picture frame has a light blue border with multicolored accents. The dark blue vase is my personal favorite.",14.0,1,118.7939977645874,2377.0,1.0,1.0,1174_1
477,1175,Move the stuffed toy from the lounge chair to the porch chair. The stuffed toy is a brown and gray squirrel with a fluffy tail. This toy is a gift from my best friend.,9.0,2,49.82026362419128,795.0,1.0,1.0,1175_1
560,1179,"Move the plant saucer and plant container from the table in the living room to the bench in the bathroom. Place them next to each other. The plant container is green, named Central Garden Flower Pot Goo 425, and the plant saucer is a green, square Ecoforms Quadra Saucer SQ1 Avocado. Both are part of my indoor gardening set.",14.0,3,119.09436988830566,2384.0,1.0,1.0,1179_3
651,1180,"Move the stuffed toy and the bowl to the kitchen and leave them next to each other on the counter. The stuffed toy is a gray elephant with a soft, plush texture called Sootheze Cold Therapy Elephant, and the bowl is plain white. The elephant stuffed toy is from my childhood.",15.0,3,195.24589586257932,4344.0,1.0,1.0,1180_2
1057,1183,"Move the vase, candle holder, and picture frame from the living room to the office. Place them on the table. I usually like to have these items in the office for a calming and personalized workspace.",23.0,4,158.3296763896942,3936.0,1.0,1.0,1183_4
28,1184,"Organize the bedroom. Place the book, laptop, and candle holder back on the table. I prefer to keep the book and laptop on the table for easy access during the day, and the candle holder is always nearby for evening relaxation.",10.0,0,105.4815502166748,503.0,1.0,1.0,1184_0
165,1185,"Move the dumbbell, tennis racquet, and spray bottle from the workout table to the office table. I like to keep these items on the office table when I'm not working out to keep the workout area clear.",15.0,0,71.88262295722961,1238.0,1.0,1.0,1185_0
162,1186,Move the toy airplane and stuffed toy from the bedroom table to the workout table. Place them next to each other on the table. I like to keep the toys together on the workout table for when the kids play while I exercise.,10.0,0,65.92938494682312,1264.0,1.0,1.0,1186_0
760,1187,"Help me move these objects from the workout room to the dining room. First, take the dumbbell from the table and place it on the dining table. Then, bring the tennis racquet from the chair and place it on another chair. Finally, take the basketball from the table and place it on the floor. I usually set up exercise equipment in the dining room to create an impromptu workout area.",16.0,2,96.2007143497467,1823.0,1.0,1.0,1187_2
37,1189,Move the laptop from the office to the dining room. Place it on the table. I prefer to use the dining room table as my workspace in the evenings.,7.0,0,50.10364389419556,1092.0,1.0,1.0,1189_0
55,1193,"First, move the phone stand and candle to the bedroom couch? Then, relocate them to the dining table and place them next to each other. Leave the doll on the living room couch. I like to move the phone stand and candle to the bedroom couch occasionally before finally placing them on the dining table next to each other for dining ambiance. The doll stays on the living room couch as part of the decor.",16.0,0,110.44524931907654,2375.0,1.0,1.0,1193_0
220,1198,"Move the vase, candle holder, and picture frame from the living room to the office? Place them on the table. The vase is tall and light green, the candle holder is white and tan with a rounded base, and the picture frame is gray with a wavy border. The picture frame is a gift from my best friend.",28.0,1,185.07637405395508,3754.0,1.0,1.0,1198_1
302,1200,"Move the dumbbell, tennis racquet, and spray bottle from the workout table to the office table. The dumbbell is green with a smooth finish, the tennis racquet is black with a brown handle, and the spray bottle is transparent with a sleek design. The dumbbell and tennis racquet are part of my personal workout gear.",18.0,1,85.79891729354858,1415.0,1.0,1.0,1200_1
316,1201,"Move the toy airplane and stuffed toy from the bedroom table to the workout table. Place them next to each other on the table. The toy airplane is a red Air Hogs Wind Flyers Set, and the stuffed toy is a green and blue two-headed dragon from Animal Planet Foam. They are part of my favorite childhood toys.",15.0,1,70.7218451499939,1204.0,1.0,1.0,1201_0
580,1203,Move the candle from the living room stand to the office chair and place it next to the table. The candle is blue and black with a textured pattern. This candle was a gift from my friend.,10.0,3,77.09436774253845,1779.0,1.0,1.0,1203_3
803,1205,Move the laptop from the office to the dining room. Place it on the table. The laptop is black with a sleek design. This laptop is essential for my work.,9.0,4,42.04876494407654,769.0,1.0,1.0,1205_4
451,1206,"Move the clock, then the vase, and finally the picture frame to the table in the living room. Then move them to the bench in the living room and place them next to each other. The clock is dark blue with a patterned face and a handle, the vase is tall and slender in dark green, and the picture frame is wooden with a colorful illustration inside. The vase is a gift from my friend.",32.0,2,240.7664370536804,4690.0,1.0,1.0,1206_2
504,1207,"First, take the stuffed toy from the bedroom to the laundry room/mudroom. Then, move it to the living room and place it on the couch. The stuffed toy is a blue and white shark. It is my favorite stuffed toy.",10.0,2,54.14215350151062,1043.0,1.0,1.0,1207_2
444,1209,"First, move the phone stand and candle to the bedroom couch. Then, relocate them to the dining table and place them next to each other. Leave the doll on the living room couch. The phone stand is black with a minimalist design, and the candle is mint green with white butterfly designs. The candle was a gift from my best friend.",18.0,2,121.92577147483826,2481.0,1.0,1.0,1209_1
21,1212,"Move the laptop and laptop stand from the living room table to the bedroom chair. Also, bring a book from the bedroom chair to the living room table. I usually move my laptop and stand to the bedroom chair when I'm ready for work and keep a book on the living room table for quick access during breaks.",12.0,0,106.88684844970705,1856.0,1.0,1.0,1212_0
5,1214,"Move the laptop and the mouse pad to a new living room table. Move the clock to another shelf. I prefer to have my laptop and mouse pad on the living room table for work, and the clock on a different shelf to keep track of time without cluttering my workspace.",14.0,0,78.42658138275146,1292.0,1.0,1.0,1214_0
152,1215,Move the book and clock from the living room shelves to the bedroom chair. Place them next to each other on the chair. I prefer to have my book and clock together on the bedroom chair for easy access before bed.,10.0,0,90.76183032989502,1526.0,1.0,1.0,1215_0
1,1217,"Place the vase on the shelves, the candle on the table. I prefer to have the vase on the shelves and the candle on the table to create a cozy atmosphere in the room.",12.0,0,120.4782257080078,2525.0,1.0,1.0,1217_0
18,1218,"Organize the bedroom. Put the vase, book, and clock on the chest of drawers. I prefer to have the vase, book, and clock neatly arranged on the chest of drawers for a tidy look.",15.0,0,97.38054013252258,1622.0,1.0,1.0,1218_0
873,1219,Move the laptop and mouse pad from the table in the bedroom to the counter in the kitchen. Place them next to each other on the counter. I like to keep my laptop and mouse pad on the kitchen counter for morning work sessions.,11.0,3,79.84918427467346,1334.0,1.0,1.0,1219_3
986,1220,"Move the jug, cup, and plate to the living room table. I always like to have the jug, cup, and plate ready on the living room table for my afternoon tea time.",13.0,4,93.58183479309082,1653.0,1.0,1.0,1220_4
609,1221,"Take the book, pencil case, and multiport hub from the table in the living room and put them on the shelves in the bedroom, placing them next to each other. I like to keep my study materials together on the bedroom shelves for easy access when I'm working or studying in my room.",13.0,2,92.31546139717102,1533.0,1.0,1.0,1221_2
7,1222,Move the kettle and keychain from the kitchen cabinet to the bedroom filing cabinet. Place them next to each other on the filing cabinet. I like to keep my kettle and keychain together in the bedroom for convenience in the morning.,14.0,0,113.69870281219482,1976.0,1.0,1.0,1222_0
407,1223,"First, move the candle and then the vase from the living room shelves to the bathroom toilet. Place them next to each other on the toilet. I typically keep the candle and vase together on the bathroom toilet for a calming atmosphere.",10.0,1,98.12566494941711,1728.0,1.0,1.0,1223_1
255,1224,"Move the picture frame and clock to the table in the bedroom. Then, place them next to each other on the counter in the kitchen. I usually like to start my day by having the picture frame and clock together in the kitchen.",20.0,0,154.52685594558716,2319.0,1.0,1.0,1224_0
533,1225,"Move the vase, then the lamp, and finally the plate to the table in the living room. Then, move them to the couch in the living room and place them next to each other. I prefer to keep the vase, lamp, and plate together on the couch in the living room after rearranging them from the table.",25.0,1,157.06279850006104,2276.0,1.0,1.0,1225_1
418,1228,"Place the bread, the potato, and the egg on the kitchen table and place them next to each other. Almost everyday I these items together on the kitchen table for my breakfast.",14.0,1,87.81785750389099,1301.0,1.0,1.0,1228_1
985,1229,Move the statue and picture frame from the table in the living room to the shelves in the bedroom. Place them next to each other on the shelves. I prefer to keep the statue and picture frame on the shelves in the bedroom to maintain a cohesive decor.,11.0,4,90.68293023109436,1614.0,1.0,1.0,1229_4
13,1230,Move the toy airplane from the bedroom to the living room table. Place it next to the couch. I like to keep the toy airplane next to the couch so I can easily play with it while relaxing.,8.0,0,45.368162631988525,700.0,1.0,1.0,1230_0
163,1231,"Move the laptop and laptop stand from the living room table to the bedroom chair. Also, bring a book from the bedroom chair to the living room table. The laptop is gray with a black keyboard and touchpad, the laptop stand is black with a rounded design, and the book is a green sketchbook with a spiral binding and brown central design. The laptop and the laptop stand are essential for my work setup.",16.0,0,123.30205464363098,1923.0,1.0,1.0,1231_0
715,1233,"Move the laptop and the mouse pad to a new living room table. Move the clock to another shelf. The laptop is black with a dark keyboard and a large touchpad, and the mouse pad is black with a logo in the corner. The clock is red with a white face and black numbers. The laptop is essential for my work.",14.0,4,80.48087978363037,1207.0,1.0,1.0,1233_1
206,1234,"Move the book and clock from the living room shelves to the bedroom chair. Place them next to each other on the chair. The book has a dark cover featuring a portrait with teal text, and the clock is blue with rabbit ears and feet. The clock is a gift from my brother.",13.0,1,98.93250393867493,1564.0,1.0,1.0,1234_1
791,1235,"Move the android figure to a new living room table. Also, move the action figure to a new living room table. The android figure is a black and white Android_Figure_Panda, and the action figure is a green and blue Leonardo from Teenage Mutant Ninja Turtles. The Android figure is a collectible item.",9.0,4,60.217029333114624,945.0,1.0,1.0,1235_1
31,1236,"Place the vase on the shelves, the candle on the table? The vase is white with a faceted design, and the candle is mint green with white butterfly designs. The vase is a family heirloom.",13.0,0,142.17357444763184,2525.0,1.0,1.0,1236_0
612,1237,"Organize the bedroom. Put the vase, book, and clock on the chest of drawers. The vase is white with a beige geometric pattern, the book is a multicolored hardcover with a geometric design, and the clock is maroon with a green digital display. The book is a gift from my best friend.",20.0,3,115.26694226264954,1813.0,1.0,1.0,1237_1
151,1238,"Move the laptop and mouse pad from the table in the bedroom to the counter in the kitchen. Place them next to each other on the counter. The laptop is black and rugged with a gray touchpad, and the mouse pad is black with a logo in the corner. The laptop and mouse pad are part of my work setup.",15.0,0,107.10558032989502,1560.0,1.0,1.0,1238_0
42,1239,"Move the jug, cup, and plate to the living room table. The jug is dark green with a rounded base, the cup is dark blue with a dandelion design, and the plate is plain white with a smooth, circular design. The cup and the plate are part of my favorite set.",19.0,0,116.70453095436096,1693.0,1.0,1.0,1239_0
173,1240,"Take the book, pencil case, and multiport hub from the table in the living room and put them on the shelves in the bedroom, placing them next to each other. The book is a hardcover with a colorful cover design, the pencil case is pink with large white dots called Big Dot Pink Pencil Case, and the multiport hub is gray with multiple USB ports. The pencil case is my favorite.",16.0,0,125.19200277328493,1920.0,1.0,1.0,1240_0
376,1241,"Move the kettle and keychain from the kitchen cabinet to the bedroom filing cabinet. Place them next to each other on the filing cabinet. The kettle is black with a silver handle, and the keychain is black and orange with a circular pendant. The keychain is a souvenir from my trip to Japan.",17.0,2,105.95951724052428,1594.0,1.0,1.0,1241_2
632,1242,"First, move the candle and then the vase from the living room shelves to the bathroom toilet. Place them next to each other on the toilet. The candle is tall and cylindrical with a lavender color, and the vase is dark blue with a faceted design. The candle is my favorite for relaxation.",14.0,3,105.64008021354675,1707.0,1.0,1.0,1242_3
351,1243,"Move the picture frame and clock to the table in the bedroom. Then, place them next to each other on the counter in the kitchen. The picture frame is black with teardrop-shaped embellishments, and the clock is a dark green analog alarm clock with twin bells. The clock was a gift from my grandfather.",22.0,1,157.87501072883606,2481.0,1.0,1.0,1243_1
195,1244,"First, take the teapot from the kitchen and put it on the couch in the living room. Then move it to the table in the bedroom. The teapot is black with a curved spout and an ornate lid. This teapot is a gift from my grandfather.",13.0,0,93.76039052009584,1334.0,1.0,1.0,1244_0
341,1248,"Place the bread, the potato, and the egg on the kitchen table and place them next to each other. The bread is a round, dark brown loaf with slashes on top, the potato is brown with a smooth surface, and the egg is brown with a smooth surface. The bread is from my favorite bakery.",18.0,1,80.60812091827393,1059.0,1.0,1.0,1248_0
549,1249,"Move the statue and picture frame from the table in the living room to the shelves in the bedroom. Place them next to each other on the shelves. The statue is beige on a black base, and the picture frame is silver with an ornate border. The statue is a keepsake from my travels.",17.0,3,90.57518029212952,1345.0,1.0,1.0,1249_3
874,1250,"Move the toy airplane from the bedroom to the living room table. Place it next to the couch. The toy airplane is red, part of the Air Hogs Wind Flyers Set. It's a gift from my childhood friend.",10.0,2,60.92459344863892,906.0,1.0,1.0,1250_1
176,1254,Move the vase and statue from the bedroom table to the entryway chest of drawers. Place them next to each other on the chest of drawers. I like having the vase and statue together in the entryway for a welcoming aesthetic.,10.0,0,377.72839283943176,1932.0,1.0,1.0,1254_0
86,1255,Put away the action figure and tray in the bedroom. Leave one action figure on the table. Take the tray and put it on the bed. I usually like to have an action figure on the table and the tray on the bed for easy access when I'm relaxing in the bedroom.,13.0,0,450.4425730705261,2240.0,1.0,1.0,1255_0
264,1256,Move the plate and bowl from the dining table to the kitchen counter. Place them next to each other on the counter. I always keep the plate and bowl together on the kitchen counter after meals for easy cleanup.,11.0,0,189.18230986595157,867.0,1.0,1.0,1256_0
71,1257,"First, move the kettle, then the teapot, and finally the cup from the kitchen counter to the dining room table. Place them next to each other. I like to arrange the kettle, teapot, and cup on the dining room table in this order for my afternoon tea ritual.",15.0,0,561.9618146419525,2948.0,1.0,1.0,1257_0
100,1258,"Help me tidy up the hallway shelves. First, move the book, vase, and stuffed toy to the living room table. Place them next to each other. When tidying, I prefer to have the book, vase, and stuffed toy together on the living room table for a cohesive look.",14.0,0,433.3454008102417,2049.0,1.0,1.0,1258_0
196,1259,"Move the apple, the tomato, and the bread from the kitchen counter to the dining table. Place them next to each other on the table. I usually have these items arranged on the dining table for my breakfast.",15.0,0,565.2124261856079,2896.0,1.0,1.0,1259_0
275,1261,"Move the stuffed toy, basket, and picture frame from the bedroom shelves to the living room table. Place them next to each other on the table. I like to have these items together on the living room table for an inviting and cozy decor.",15.0,0,542.2082002162933,2749.0,1.0,1.0,1261_0
576,1262,Move the toy airplane and then the toy vehicle from the bedroom shelves to the living room couch and place them next to each other. I like to have the toys on the living room couch for easy access when playing with the kids in the afternoon.,14.0,1,536.4667177200317,2807.0,1.0,1.0,1262_1
371,1263,"First, bring the vase from shelves in the living room to the dining room. Then, place it on the table in the office. I often move the vase to the office table for a touch of decor while I work.",11.0,1,395.3899495601654,2151.0,1.0,1.0,1263_1
496,1268,"Swap the can and bottle to office table? The can is silver and contains Polar Herring Fillets, Smoked & Peppered, 7.05 oz., and the bottle is black and white with a leaf pattern. The can is part of my favorite food collection.",12.0,1,676.2613325119019,3626.0,1.0,1.0,1268_1
1124,1271,Move the plate and bowl from the dining table to the kitchen counter. Place them next to each other on the counter. The plate is a white square and the bowl is gray with a faceted design. The plate and bowl are part of my everyday dinnerware set.,16.0,4,186.69012427330017,903.0,1.0,1.0,1271_4
693,1273,"Help me tidy up the hallway shelves. First, move the book, vase, and stuffed toy to the living room table. Place them next to each other. The book has a colorful cover with architectural imagery, the vase is white with brown accents and a glossy finish, and the stuffed toy is a gray elephant with a soft, plush texture called Sootheze Cold Therapy Elephant. The vase is a gift from my friend.",19.0,1,475.4047620296478,2399.0,1.0,1.0,1273_1
269,1276,"Move the stuffed toy, basket, and picture frame from the bedroom shelves to the living room table. Place them next to each other on the table. The stuffed toy is cream-colored, resembling a dog with a long nose, the basket is a teal plastic Spritz Easter Basket, and the picture frame is black adorned with teardrop-shaped embellishments. The stuffed toy was a gift from my best friend.",22.0,0,724.854434967041,3630.0,1.0,1.0,1276_0
158,1278,"First, bring the vase from shelves in the living room to the dining room. Then, place it on the table in the office. The vase is white with green and light blue leaves. It's a gift from my best friend.",9.0,0,446.9893352985382,2336.0,1.0,1.0,1278_0
1083,1279,"First, move the clock and then the picture frame from the living room shelves to the bedroom table. Then place them next to each other on the table. The clock is round and white with black numbers and a brown frame. The picture frame is ornate with a gold and blue design. The clock was a gift from my grandmother.",14.0,3,391.3077838420868,2133.0,1.0,1.0,1279_3
